image_id,image_path,true_class,true_label,true_class_name,hard_competitor,hard_competitor_label,hard_competitor_name,original_true_prob,original_competitor_prob,original_margin,original_prediction,transform,transform_type,transform_params,augmented_true_prob,augmented_competitor_prob,augmented_margin,augmented_prediction,delta_margin,feature_cosine,prediction_consistent,correct_original,correct_augmented
388,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,8,7,008.Rhinoceros_Auklet,25,24,025.Pelagic_Cormorant,0.31629568,0.19373657,0.12255912,8,identity,identity,{},0.31629568,0.19373657,0.12255912,8,0,1,True,True,True
409,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0013_797537.jpg,8,7,008.Rhinoceros_Auklet,5,4,005.Crested_Auklet,0.076199077,0.093203329,-0.017004251,5,identity,identity,{},0.076199077,0.093203329,-0.017004251,5,0,1,True,False,False
415,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,8,7,008.Rhinoceros_Auklet,58,57,058.Pigeon_Guillemot,0.88425547,0.023718545,0.86053692,8,identity,identity,{},0.88425547,0.023718545,0.86053692,8,0,1,True,True,True
444,009.Brewer_Blackbird/Brewer_Blackbird_0078_2659.jpg,9,8,009.Brewer_Blackbird,27,26,027.Shiny_Cowbird,0.94763982,0.019301325,0.9283385,9,identity,identity,{},0.94763982,0.019301325,0.9283385,9,0,1,True,True,True
460,009.Brewer_Blackbird/Brewer_Blackbird_0018_2261.jpg,9,8,009.Brewer_Blackbird,29,28,029.American_Crow,0.61613083,0.11870974,0.49742109,9,identity,identity,{},0.61613083,0.11870974,0.49742109,9,0,1,True,True,True
479,009.Brewer_Blackbird/Brewer_Blackbird_0116_2327.jpg,9,8,009.Brewer_Blackbird,26,25,026.Bronzed_Cowbird,0.89434391,0.06194292,0.83240099,9,identity,identity,{},0.89434391,0.06194292,0.83240099,9,0,1,True,True,True
511,010.Red_winged_Blackbird/Red_Winged_Blackbird_0012_6015.jpg,10,9,010.Red_winged_Blackbird,109,108,109.American_Redstart,0.97539854,0.0051157335,0.97028281,10,identity,identity,{},0.97539854,0.0051157335,0.97028281,10,0,1,True,True,True
515,010.Red_winged_Blackbird/Red_Winged_Blackbird_0046_4242.jpg,10,9,010.Red_winged_Blackbird,109,108,109.American_Redstart,0.9939903,0.0015322738,0.99245803,10,identity,identity,{},0.9939903,0.0015322738,0.99245803,10,0,1,True,True,True
533,010.Red_winged_Blackbird/Red_Winged_Blackbird_0020_4050.jpg,10,9,010.Red_winged_Blackbird,109,108,109.American_Redstart,0.99610525,0.0010195283,0.99508573,10,identity,identity,{},0.99610525,0.0010195283,0.99508573,10,0,1,True,True,True
545,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,11,10,011.Rusty_Blackbird,9,8,009.Brewer_Blackbird,0.81391543,0.049152739,0.76476269,11,identity,identity,{},0.81391543,0.049152739,0.76476269,11,0,1,True,True,True
566,011.Rusty_Blackbird/Rusty_Blackbird_0023_6752.jpg,11,10,011.Rusty_Blackbird,9,8,009.Brewer_Blackbird,0.88458419,0.055153985,0.8294302,11,identity,identity,{},0.88458419,0.055153985,0.8294302,11,0,1,True,True,True
570,011.Rusty_Blackbird/Rusty_Blackbird_0114_6760.jpg,11,10,011.Rusty_Blackbird,9,8,009.Brewer_Blackbird,0.031310655,0.94358546,-0.9122748,9,identity,identity,{},0.031310655,0.94358546,-0.9122748,9,0,1,True,False,False
605,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg,12,11,012.Yellow_headed_Blackbird,108,107,108.White_necked_Raven,0.7755242,0.063363813,0.71216039,12,identity,identity,{},0.7755242,0.063363813,0.71216039,12,0,1,True,True,True
617,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0017_8511.jpg,12,11,012.Yellow_headed_Blackbird,108,107,108.White_necked_Raven,0.39908159,0.13465597,0.26442562,12,identity,identity,{},0.39908159,0.13465597,0.26442562,12,0,1,True,True,True
641,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,12,11,012.Yellow_headed_Blackbird,170,169,170.Mourning_Warbler,0.03523184,0.15003186,-0.11480002,170,identity,identity,{},0.03523184,0.15003186,-0.11480002,170,0,1,True,False,False
662,013.Bobolink/Bobolink_0104_10273.jpg,13,12,013.Bobolink,108,107,108.White_necked_Raven,0.99867684,0.00051466271,0.99816217,13,identity,identity,{},0.99867684,0.00051466271,0.99816217,13,0,1,True,True,True
671,013.Bobolink/Bobolink_0101_9811.jpg,13,12,013.Bobolink,128,127,128.Seaside_Sparrow,0.999605,0.00010246261,0.99950254,13,identity,identity,{},0.999605,0.00010246261,0.99950254,13,0,1,True,True,True
710,013.Bobolink/Bobolink_0133_9618.jpg,13,12,013.Bobolink,89,88,089.Hooded_Merganser,0.42332432,0.10654432,0.31677999,13,identity,identity,{},0.42332432,0.10654432,0.31677999,13,0,1,True,True,True
736,014.Indigo_Bunting/Indigo_Bunting_0059_11596.jpg,14,13,014.Indigo_Bunting,15,14,015.Lazuli_Bunting,0.61405683,0.21611683,0.39793999,14,identity,identity,{},0.61405683,0.21611683,0.39793999,14,0,1,True,True,True
744,014.Indigo_Bunting/Indigo_Bunting_0056_12637.jpg,14,13,014.Indigo_Bunting,54,53,054.Blue_Grosbeak,0.45429036,0.23782425,0.21646611,14,identity,identity,{},0.45429036,0.23782425,0.21646611,14,0,1,True,True,True
762,014.Indigo_Bunting/Indigo_Bunting_0026_11964.jpg,14,13,014.Indigo_Bunting,54,53,054.Blue_Grosbeak,0.26002708,0.73060501,-0.47057793,54,identity,identity,{},0.26002708,0.73060501,-0.47057793,54,0,1,True,False,False
782,015.Lazuli_Bunting/Lazuli_Bunting_0102_14605.jpg,15,14,015.Lazuli_Bunting,14,13,014.Indigo_Bunting,0.99838781,0.0001679712,0.99821984,15,identity,identity,{},0.99838781,0.0001679712,0.99821984,15,0,1,True,True,True
822,015.Lazuli_Bunting/Lazuli_Bunting_0105_15017.jpg,15,14,015.Lazuli_Bunting,158,157,158.Bay_breasted_Warbler,0.99859387,0.00029423225,0.99829963,15,identity,identity,{},0.99859387,0.00029423225,0.99829963,15,0,1,True,True,True
823,015.Lazuli_Bunting/Lazuli_Bunting_0031_15018.jpg,15,14,015.Lazuli_Bunting,14,13,014.Indigo_Bunting,0.99686867,0.00070768705,0.99616098,15,identity,identity,{},0.99686867,0.00070768705,0.99616098,15,0,1,True,True,True
861,016.Painted_Bunting/Painted_Bunting_0028_15205.jpg,16,15,016.Painted_Bunting,97,96,097.Orchard_Oriole,0.99282211,0.0028612369,0.98996087,16,identity,identity,{},0.99282211,0.0028612369,0.98996087,16,0,1,True,True,True
862,016.Painted_Bunting/Painted_Bunting_0034_15207.jpg,16,15,016.Painted_Bunting,14,13,014.Indigo_Bunting,0.99237555,0.004738444,0.98763711,16,identity,identity,{},0.99237555,0.004738444,0.98763711,16,0,1,True,True,True
881,016.Painted_Bunting/Painted_Bunting_0086_16540.jpg,16,15,016.Painted_Bunting,172,171,172.Nashville_Warbler,0.95649552,0.021912973,0.93458255,16,identity,identity,{},0.95649552,0.021912973,0.93458255,16,0,1,True,True,True
912,017.Cardinal/Cardinal_0051_17223.jpg,17,16,017.Cardinal,140,139,140.Summer_Tanager,0.74771363,0.083501309,0.66421232,17,identity,identity,{},0.74771363,0.083501309,0.66421232,17,0,1,True,True,True
920,017.Cardinal/Cardinal_0079_19044.jpg,17,16,017.Cardinal,139,138,139.Scarlet_Tanager,0.98725224,0.0064740879,0.98077815,17,identity,identity,{},0.98725224,0.0064740879,0.98077815,17,0,1,True,True,True
929,017.Cardinal/Cardinal_0028_18054.jpg,17,16,017.Cardinal,34,33,034.Gray_crowned_Rosy_Finch,0.57880664,0.034658138,0.5441485,17,identity,identity,{},0.57880664,0.034658138,0.5441485,17,0,1,True,True,True
955,018.Spotted_Catbird/Spotted_Catbird_0012_796802.jpg,18,17,018.Spotted_Catbird,37,36,037.Acadian_Flycatcher,0.9975031,0.00072344136,0.99677966,18,identity,identity,{},0.9975031,0.00072344136,0.99677966,18,0,1,True,True,True
956,018.Spotted_Catbird/Spotted_Catbird_0016_796803.jpg,18,17,018.Spotted_Catbird,187,186,187.American_Three_toed_Woodpecker,0.95713216,0.0062279813,0.95090418,18,identity,identity,{},0.95713216,0.0062279813,0.95090418,18,0,1,True,True,True
984,018.Spotted_Catbird/Spotted_Catbird_0013_19428.jpg,18,17,018.Spotted_Catbird,168,167,168.Kentucky_Warbler,0.99594915,0.00055115606,0.99539799,18,identity,identity,{},0.99594915,0.00055115606,0.99539799,18,0,1,True,True,True
1017,019.Gray_Catbird/Gray_Catbird_0080_20139.jpg,19,18,019.Gray_Catbird,193,192,193.Bewick_Wren,0.16286303,0.10138861,0.06147442,19,identity,identity,{},0.16286303,0.10138861,0.06147442,19,0,1,True,True,True
1027,019.Gray_Catbird/Gray_Catbird_0063_20707.jpg,19,18,019.Gray_Catbird,155,154,155.Warbling_Vireo,0.52054602,0.41611505,0.10443097,19,identity,identity,{},0.52054602,0.41611505,0.10443097,19,0,1,True,True,True
1034,019.Gray_Catbird/Gray_Catbird_0050_20763.jpg,19,18,019.Gray_Catbird,155,154,155.Warbling_Vireo,0.99866998,0.00052244758,0.99814753,19,identity,identity,{},0.99866998,0.00052244758,0.99814753,19,0,1,True,True,True
1058,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0090_21931.jpg,20,19,020.Yellow_breasted_Chat,170,169,170.Mourning_Warbler,0.71738225,0.079226732,0.63815552,20,identity,identity,{},0.71738225,0.079226732,0.63815552,20,0,1,True,True,True
1074,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0044_22106.jpg,20,19,020.Yellow_breasted_Chat,200,199,200.Common_Yellowthroat,0.99771452,0.00087665714,0.99683786,20,identity,identity,{},0.99771452,0.00087665714,0.99683786,20,0,1,True,True,True
1103,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0012_21961.jpg,20,19,020.Yellow_breasted_Chat,200,199,200.Common_Yellowthroat,0.9663679,0.028351579,0.93801632,20,identity,identity,{},0.9663679,0.028351579,0.93801632,20,0,1,True,True,True
1149,021.Eastern_Towhee/Eastern_Towhee_0120_22189.jpg,21,20,021.Eastern_Towhee,109,108,109.American_Redstart,0.66058576,0.25489292,0.40569285,21,identity,identity,{},0.66058576,0.25489292,0.40569285,21,0,1,True,True,True
1165,021.Eastern_Towhee/Eastern_Towhee_0082_22330.jpg,21,20,021.Eastern_Towhee,158,157,158.Bay_breasted_Warbler,0.93775868,0.021741064,0.91601762,21,identity,identity,{},0.93775868,0.021741064,0.91601762,21,0,1,True,True,True
1171,021.Eastern_Towhee/Eastern_Towhee_0027_22372.jpg,21,20,021.Eastern_Towhee,149,148,149.Brown_Thrasher,0.026651409,0.12675384,-0.10010243,149,identity,identity,{},0.026651409,0.12675384,-0.10010243,149,0,1,True,False,False
1186,022.Chuck_will_Widow/Chuck_Will_Widow_0007_796958.jpg,22,21,022.Chuck_will_Widow,105,104,105.Whip_poor_Will,0.84066689,0.026740232,0.81392666,22,identity,identity,{},0.84066689,0.026740232,0.81392666,22,0,1,True,True,True
1188,022.Chuck_will_Widow/Chuck_Will_Widow_0017_796960.jpg,22,21,022.Chuck_will_Widow,126,125,126.Nelson_Sharp_tailed_Sparrow,0.10175791,0.12420683,-0.022448912,126,identity,identity,{},0.10175791,0.12420683,-0.022448912,126,0,1,True,False,False
1229,022.Chuck_will_Widow/Chuck_Will_Widow_0050_22750.jpg,22,21,022.Chuck_will_Widow,105,104,105.Whip_poor_Will,0.63420337,0.27978027,0.35442311,22,identity,identity,{},0.63420337,0.27978027,0.35442311,22,0,1,True,True,True
1241,023.Brandt_Cormorant/Brandt_Cormorant_0067_23352.jpg,23,22,023.Brandt_Cormorant,87,86,087.Mallard,0.023140343,0.15346535,-0.130325,87,identity,identity,{},0.023140343,0.15346535,-0.130325,87,0,1,True,False,False
1259,023.Brandt_Cormorant/Brandt_Cormorant_0083_23156.jpg,23,22,023.Brandt_Cormorant,30,29,030.Fish_Crow,0.05068158,0.57140702,-0.52072544,30,identity,identity,{},0.05068158,0.57140702,-0.52072544,30,0,1,True,False,False
1286,023.Brandt_Cormorant/Brandt_Cormorant_0063_22865.jpg,23,22,023.Brandt_Cormorant,108,107,108.White_necked_Raven,0.45048338,0.073575899,0.37690748,23,identity,identity,{},0.45048338,0.073575899,0.37690748,23,0,1,True,True,True
1298,024.Red_faced_Cormorant/Red_Faced_Cormorant_0002_796275.jpg,24,23,024.Red_faced_Cormorant,25,24,025.Pelagic_Cormorant,0.88198864,0.11561392,0.76637472,24,identity,identity,{},0.88198864,0.11561392,0.76637472,24,0,1,True,True,True
1299,024.Red_faced_Cormorant/Red_Faced_Cormorant_0050_796276.jpg,24,23,024.Red_faced_Cormorant,5,4,005.Crested_Auklet,0.99761498,0.0012448471,0.99637013,24,identity,identity,{},0.99761498,0.0012448471,0.99637013,24,0,1,True,True,True
1332,024.Red_faced_Cormorant/Red_Faced_Cormorant_0036_796329.jpg,24,23,024.Red_faced_Cormorant,26,25,026.Bronzed_Cowbird,0.50150925,0.10739798,0.39411127,24,identity,identity,{},0.50150925,0.10739798,0.39411127,24,0,1,True,True,True
1343,025.Pelagic_Cormorant/Pelagic_Cormorant_0054_23812.jpg,25,24,025.Pelagic_Cormorant,23,22,023.Brandt_Cormorant,0.56461346,0.41531381,0.14929965,25,identity,identity,{},0.56461346,0.41531381,0.14929965,25,0,1,True,True,True
1357,025.Pelagic_Cormorant/Pelagic_Cormorant_0017_23875.jpg,25,24,025.Pelagic_Cormorant,23,22,023.Brandt_Cormorant,0.61489743,0.12916245,0.48573498,25,identity,identity,{},0.61489743,0.12916245,0.48573498,25,0,1,True,True,True
1375,025.Pelagic_Cormorant/Pelagic_Cormorant_0044_23536.jpg,25,24,025.Pelagic_Cormorant,23,22,023.Brandt_Cormorant,0.6793288,0.1835593,0.4957695,25,identity,identity,{},0.6793288,0.1835593,0.4957695,25,0,1,True,True,True
1415,026.Bronzed_Cowbird/Bronzed_Cowbird_0052_796216.jpg,26,25,026.Bronzed_Cowbird,30,29,030.Fish_Crow,0.038705252,0.54305673,-0.50435147,30,identity,identity,{},0.038705252,0.54305673,-0.50435147,30,0,1,True,False,False
1426,026.Bronzed_Cowbird/Bronzed_Cowbird_0040_24134.jpg,26,25,026.Bronzed_Cowbird,27,26,027.Shiny_Cowbird,0.070474766,0.65338403,-0.58290926,27,identity,identity,{},0.070474766,0.65338403,-0.58290926,27,0,1,True,False,False
1436,026.Bronzed_Cowbird/Bronzed_Cowbird_0002_796244.jpg,26,25,026.Bronzed_Cowbird,108,107,108.White_necked_Raven,0.073849,0.32361141,-0.24976241,108,identity,identity,{},0.073849,0.32361141,-0.24976241,108,0,1,True,False,False
1464,027.Shiny_Cowbird/Shiny_Cowbird_0019_24323.jpg,27,26,027.Shiny_Cowbird,128,127,128.Seaside_Sparrow,0.0013845729,0.40904742,-0.40766285,128,identity,identity,{},0.0013845729,0.40904742,-0.40766285,128,0,1,True,False,False
1491,027.Shiny_Cowbird/Shiny_Cowbird_0070_796832.jpg,27,26,027.Shiny_Cowbird,107,106,107.Common_Raven,0.0045844112,0.72345728,-0.71887287,107,identity,identity,{},0.0045844112,0.72345728,-0.71887287,107,0,1,True,False,False
1514,027.Shiny_Cowbird/Shiny_Cowbird_0062_24271.jpg,27,26,027.Shiny_Cowbird,29,28,029.American_Crow,0.92737389,0.051956356,0.87541753,27,identity,identity,{},0.92737389,0.051956356,0.87541753,27,0,1,True,True,True
1548,028.Brown_Creeper/Brown_Creeper_0007_24902.jpg,28,27,028.Brown_Creeper,187,186,187.American_Three_toed_Woodpecker,0.99829084,0.0010334506,0.99725739,28,identity,identity,{},0.99829084,0.0010334506,0.99725739,28,0,1,True,True,True
1571,028.Brown_Creeper/Brown_Creeper_0115_24488.jpg,28,27,028.Brown_Creeper,190,189,190.Red_cockaded_Woodpecker,0.99945396,0.00027263173,0.99918133,28,identity,identity,{},0.99945396,0.00027263173,0.99918133,28,0,1,True,True,True
1581,028.Brown_Creeper/Brown_Creeper_0121_24574.jpg,28,27,028.Brown_Creeper,190,189,190.Red_cockaded_Woodpecker,0.9989754,0.00022713479,0.99874826,28,identity,identity,{},0.9989754,0.00022713479,0.99874826,28,0,1,True,True,True
1601,029.American_Crow/American_Crow_0132_25704.jpg,29,28,029.American_Crow,30,29,030.Fish_Crow,0.52439839,0.21971357,0.30468482,29,identity,identity,{},0.52439839,0.21971357,0.30468482,29,0,1,True,True,True
1603,029.American_Crow/American_Crow_0068_25198.jpg,29,28,029.American_Crow,142,141,142.Black_Tern,0.0046075927,0.43670177,-0.43209418,142,identity,identity,{},0.0046075927,0.43670177,-0.43209418,142,0,1,True,False,False
1639,029.American_Crow/American_Crow_0062_25587.jpg,29,28,029.American_Crow,30,29,030.Fish_Crow,0.68187028,0.1980596,0.48381068,29,identity,identity,{},0.68187028,0.1980596,0.48381068,29,0,1,True,True,True
1658,030.Fish_Crow/Fish_Crow_0033_25915.jpg,30,29,030.Fish_Crow,107,106,107.Common_Raven,0.035228293,0.35790706,-0.32267876,107,identity,identity,{},0.035228293,0.35790706,-0.32267876,107,0,1,True,False,False
1670,030.Fish_Crow/Fish_Crow_0028_25968.jpg,30,29,030.Fish_Crow,19,18,019.Gray_Catbird,0.00055489497,0.41204557,-0.41149067,19,identity,identity,{},0.00055489497,0.41204557,-0.41149067,19,0,1,True,False,False
1671,030.Fish_Crow/Fish_Crow_0003_25970.jpg,30,29,030.Fish_Crow,29,28,029.American_Crow,0.77423829,0.15222125,0.62201704,30,identity,identity,{},0.77423829,0.15222125,0.62201704,30,0,1,True,True,True
1704,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0028_26165.jpg,31,30,031.Black_billed_Cuckoo,33,32,033.Yellow_billed_Cuckoo,0.023109242,0.86854804,-0.84543879,33,identity,identity,{},0.023109242,0.86854804,-0.84543879,33,0,1,True,False,False
1717,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0088_26217.jpg,31,30,031.Black_billed_Cuckoo,33,32,033.Yellow_billed_Cuckoo,0.99477637,0.0050469674,0.9897294,31,identity,identity,{},0.99477637,0.0050469674,0.9897294,31,0,1,True,True,True
1749,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0057_795323.jpg,31,30,031.Black_billed_Cuckoo,33,32,033.Yellow_billed_Cuckoo,0.032462053,0.86134332,-0.82888127,33,identity,identity,{},0.032462053,0.86134332,-0.82888127,33,0,1,True,False,False
1772,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0015_26380.jpg,32,31,032.Mangrove_Cuckoo,33,32,033.Yellow_billed_Cuckoo,0.0026856926,0.92904156,-0.92635587,33,identity,identity,{},0.0026856926,0.92904156,-0.92635587,33,0,1,True,False,False
1790,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0027_26360.jpg,32,31,032.Mangrove_Cuckoo,136,135,136.Barn_Swallow,0.56405169,0.049246375,0.51480531,32,identity,identity,{},0.56405169,0.049246375,0.51480531,32,0,1,True,True,True
1802,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0016_794607.jpg,32,31,032.Mangrove_Cuckoo,31,30,031.Black_billed_Cuckoo,0.74626368,0.08396247,0.66230121,32,identity,identity,{},0.74626368,0.08396247,0.66230121,32,0,1,True,True,True
1837,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0097_26713.jpg,33,32,033.Yellow_billed_Cuckoo,31,30,031.Black_billed_Cuckoo,0.54841304,0.083346128,0.46506691,33,identity,identity,{},0.54841304,0.083346128,0.46506691,33,0,1,True,True,True
1855,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0010_26795.jpg,33,32,033.Yellow_billed_Cuckoo,31,30,031.Black_billed_Cuckoo,0.89784962,0.05132563,0.84652399,33,identity,identity,{},0.89784962,0.05132563,0.84652399,33,0,1,True,True,True
1860,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0121_26807.jpg,33,32,033.Yellow_billed_Cuckoo,31,30,031.Black_billed_Cuckoo,0.9898718,0.0039350241,0.98593678,33,identity,identity,{},0.9898718,0.0039350241,0.98593678,33,0,1,True,True,True
1877,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0074_27156.jpg,34,33,034.Gray_crowned_Rosy_Finch,52,51,052.Pied_billed_Grebe,0.99706692,0.0007894974,0.99627742,34,identity,identity,{},0.99706692,0.0007894974,0.99627742,34,0,1,True,True,True
1897,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0006_797284.jpg,34,33,034.Gray_crowned_Rosy_Finch,199,198,199.Winter_Wren,0.97992837,0.0022221694,0.9777062,34,identity,identity,{},0.97992837,0.0022221694,0.9777062,34,0,1,True,True,True
1905,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0056_797293.jpg,34,33,034.Gray_crowned_Rosy_Finch,52,51,052.Pied_billed_Grebe,0.99860305,0.00079473259,0.99780831,34,identity,identity,{},0.99860305,0.00079473259,0.99780831,34,0,1,True,True,True
1952,035.Purple_Finch/Purple_Finch_0102_27308.jpg,35,34,035.Purple_Finch,56,55,056.Pine_Grosbeak,0.9852336,0.0041749771,0.98105863,35,identity,identity,{},0.9852336,0.0041749771,0.98105863,35,0,1,True,True,True
1973,035.Purple_Finch/Purple_Finch_0134_27526.jpg,35,34,035.Purple_Finch,119,118,119.Field_Sparrow,0.99144721,0.001561736,0.98988547,35,identity,identity,{},0.99144721,0.001561736,0.98988547,35,0,1,True,True,True
1974,035.Purple_Finch/Purple_Finch_0053_27543.jpg,35,34,035.Purple_Finch,140,139,140.Summer_Tanager,0.98106855,0.0058226553,0.9752459,35,identity,identity,{},0.98106855,0.0058226553,0.9752459,35,0,1,True,True,True
2001,036.Northern_Flicker/Northern_Flicker_0037_28751.jpg,36,35,036.Northern_Flicker,189,188,189.Red_bellied_Woodpecker,0.99622309,0.0027717445,0.99345135,36,identity,identity,{},0.99622309,0.0027717445,0.99345135,36,0,1,True,True,True
