checkpoint,checkpoint_kind,checkpoint_epoch,image_id,true_class,true_label,hard_competitor,hard_competitor_label,clean_loss,clean_true_prob,clean_competitor_prob,clean_margin,clean_prediction,correct_clean,clean_grad_norm,null_cosine,null_partner_image_id,null_partner_same_class
init,init,-1,11303,192,191,8,7,6.5243015,0.0014673432,0.025733219,-0.024265876,8,False,60.519296,0.052044571,1241,False
init,init,-1,6956,119,118,129,128,6.2858419,0.0018624879,0.045421708,-0.043559221,129,False,46.240228,0.047778524,11303,False
init,init,-1,9150,156,155,129,128,5.278367,0.005100755,0.029650046,-0.024549291,129,False,41.381951,0.016735639,6956,False
init,init,-1,1514,27,26,58,57,4.5664768,0.010394518,0.026252808,-0.01585829,58,False,52.163982,-0.015923176,9150,False
init,init,-1,1639,29,28,129,128,5.9471655,0.0026132378,0.029574845,-0.026961607,129,False,52.078554,0.034491987,1514,False
init,init,-1,1375,25,24,8,7,4.6868501,0.0092156678,0.023703309,-0.014487641,8,False,57.813068,-0.024872733,1639,False
init,init,-1,4127,71,70,100,99,6.0630245,0.0023273514,0.027580483,-0.025253132,100,False,54.382067,-0.048435855,1375,False
init,init,-1,6533,112,111,129,128,5.8798208,0.0027952867,0.047881618,-0.045086331,129,False,51.808143,0.028504603,4127,False
init,init,-1,7844,134,133,114,113,5.0499406,0.006409714,0.016445342,-0.010035628,114,False,44.154631,-0.025571902,6533,False
init,init,-1,8500,145,144,114,113,6.1261048,0.002185076,0.023803458,-0.021618382,114,False,45.126497,-0.0066084445,7844,False
init,init,-1,7770,133,132,129,128,5.7558537,0.0031642048,0.04659168,-0.043427476,129,False,53.752195,-0.035087004,8500,False
init,init,-1,9211,157,156,129,128,5.4021425,0.0045069144,0.018955315,-0.0144484,129,False,40.746955,-0.028257519,7770,False
init,init,-1,2502,44,43,8,7,4.9846535,0.0068421476,0.035805888,-0.028963741,8,False,61.051031,-0.013893502,9211,False
init,init,-1,8194,140,139,129,128,4.6154895,0.0098973364,0.021854112,-0.011956776,129,False,43.962752,-0.039371459,2502,False
init,init,-1,1426,26,25,58,57,5.5671096,0.0038215104,0.028984014,-0.025162504,58,False,54.386122,0.010701131,8194,False
init,init,-1,8057,138,137,129,128,6.3923721,0.0016742799,0.031489767,-0.029815487,129,False,48.779762,0.019009153,1426,False
init,init,-1,1802,32,31,129,128,5.4821119,0.0041605323,0.02189552,-0.017734988,129,False,52.156476,0.0097101766,8057,False
init,init,-1,4599,79,78,8,7,6.1652484,0.0021011964,0.024748567,-0.022647371,8,False,54.107536,-0.032975471,1802,False
init,init,-1,5159,89,88,10,9,6.6091909,0.0013479224,0.026569432,-0.025221509,10,False,53.533772,0.025584704,4599,False
init,init,-1,8734,149,148,127,126,6.1680808,0.0020952532,0.016024485,-0.013929232,127,False,40.787576,0.0092767583,5159,False
init,init,-1,4520,78,77,129,128,6.4260645,0.0016188086,0.020809351,-0.019190542,129,False,44.446384,0.087035266,8734,False
init,init,-1,1188,22,21,8,7,5.3413358,0.0047894693,0.021695951,-0.016906482,8,False,50.424647,0.028523056,4520,False
init,init,-1,264,5,4,8,7,5.3159637,0.0049125417,0.031529624,-0.026617082,8,False,52.736679,-0.046333193,1188,False
init,init,-1,1749,31,30,129,128,6.6283832,0.0013222991,0.050921403,-0.049599104,129,False,59.631407,0.030226461,264,False
init,init,-1,11302,192,191,129,128,5.3545561,0.0047265678,0.046888623,-0.042162056,129,False,55.048958,-0.088599052,1749,False
init,init,-1,2933,51,50,8,7,6.0911398,0.0022628277,0.026019312,-0.023756485,8,False,51.668865,0.00025237112,11302,False
init,init,-1,9650,164,163,129,128,6.2343035,0.0019609954,0.021879211,-0.019918216,129,False,52.54806,0.037388338,2933,False
init,init,-1,10149,173,172,171,170,4.6571383,0.0094935903,0.031962018,-0.022468428,171,False,52.858403,-0.0080011683,9650,False
init,init,-1,2467,43,42,129,128,5.2710085,0.0051384266,0.029963184,-0.024824758,129,False,48.473672,-0.020832426,10149,False
init,init,-1,6135,105,104,58,57,5.7158756,0.0032932649,0.03560622,-0.032312955,58,False,62.611589,-0.029788589,2467,False
init,init,-1,1581,28,27,171,170,5.2522869,0.0052355304,0.027911821,-0.022676291,171,False,61.16489,0.071262283,6135,False
init,init,-1,8782,150,149,129,128,4.4714961,0.011430202,0.025161287,-0.013731085,129,False,43.015461,-0.028482768,1581,False
init,init,-1,8635,147,146,140,139,5.742527,0.0032066554,0.017560698,-0.014354043,140,False,48.638923,-0.0016149337,8782,False
init,init,-1,566,11,10,129,128,5.8068185,0.0030069817,0.025979904,-0.022972923,129,False,46.672525,-0.051026402,8635,False
init,init,-1,8751,149,148,129,128,5.9473014,0.0026128818,0.025123671,-0.022510789,129,False,42.804273,0.022932712,566,False
init,init,-1,6529,112,111,183,182,5.9603376,0.0025790413,0.035643723,-0.033064682,183,False,58.224103,0.0036348246,8751,False
init,init,-1,4639,80,79,8,7,6.0785236,0.0022915569,0.045461558,-0.043170001,8,False,61.045583,0.1274921,6529,False
init,init,-1,10452,178,177,171,170,6.3413539,0.001761915,0.031709936,-0.02994802,171,False,46.22813,0.021827974,4639,False
init,init,-1,8335,142,141,8,7,5.6101565,0.0036604966,0.033621211,-0.029960714,8,False,60.174111,0.022335855,10452,False
init,init,-1,1149,21,20,46,45,5.3344564,0.0048225322,0.033747271,-0.028924739,46,False,47.668824,-0.015764762,8335,False
init,init,-1,4254,73,72,44,43,7.2783747,0.00069030683,0.0243144,-0.023624093,44,False,58.601745,0.0079515087,1149,False
init,init,-1,4526,78,77,129,128,6.3527689,0.0017419169,0.038495522,-0.036753605,129,False,51.651636,-0.016140769,4254,False
init,init,-1,4356,75,74,129,128,5.1217594,0.0059655197,0.023414072,-0.017448552,129,False,46.105825,0.0729429,4526,False
init,init,-1,2372,42,41,129,128,5.8202176,0.0029669593,0.023194335,-0.020227376,129,False,35.921367,-0.0017743513,4356,False
init,init,-1,9117,156,155,129,128,5.8397264,0.0029096385,0.027344305,-0.024434667,129,False,45.349556,-0.043123586,2372,False
init,init,-1,6481,111,110,129,128,5.3151436,0.0049165739,0.024736442,-0.019819868,129,False,49.465758,0.0061152908,9117,False
init,init,-1,1855,33,32,183,182,5.5665174,0.0038237737,0.024648014,-0.020824241,183,False,48.177602,-0.002750651,6481,False
init,init,-1,7482,128,127,4,3,5.2320051,0.005342803,0.03873942,-0.033396618,4,False,47.980015,-0.019668477,1855,False
init,init,-1,641,12,11,129,128,5.252501,0.005234411,0.023467066,-0.018232655,129,False,51.383181,0.0068726641,7482,False
init,init,-1,3930,68,67,114,113,5.1268806,0.0059350478,0.023227284,-0.017292236,114,False,53.388611,-0.058908087,641,False
init,init,-1,2088,37,36,129,128,5.0970612,0.0061146924,0.032148536,-0.026033844,129,False,44.86299,0.041567993,3930,False
init,init,-1,3431,60,59,140,139,5.112637,0.0060201865,0.015934557,-0.0099143703,140,False,40.895939,0.037166177,2088,False
init,init,-1,2718,48,47,86,85,6.1334028,0.0021691862,0.017043762,-0.014874576,86,False,41.220286,-0.027957251,3431,False
init,init,-1,415,8,7,129,128,4.2015238,0.014972746,0.021192838,-0.0062200911,129,False,51.290473,0.008718811,2718,False
init,init,-1,9953,170,169,129,128,5.739747,0.0032155812,0.023106307,-0.019890726,129,False,45.509724,0.021534584,415,False
init,init,-1,2684,47,46,8,7,6.3678961,0.0017157652,0.020400032,-0.018684267,8,False,48.737857,0.0040072436,9953,False
init,init,-1,4006,69,68,38,37,5.4773626,0.004180341,0.020964772,-0.01678443,38,False,50.157369,-0.01123663,2684,False
init,init,-1,148,3,2,96,95,5.6783762,0.0034191054,0.024567381,-0.021148275,96,False,48.532148,0.031318718,4006,False
init,init,-1,1017,19,18,129,128,6.1197071,0.0021991001,0.041639578,-0.039440477,129,False,58.084607,-0.046306477,148,False
init,init,-1,671,13,12,129,128,5.5891247,0.0037382985,0.031094767,-0.027356469,129,False,58.173077,0.024870921,1017,False
init,init,-1,151,3,2,150,149,5.6937613,0.0033669053,0.042290375,-0.038923469,150,False,64.424074,0.028448242,671,False
init,init,-1,4617,80,79,129,128,6.1207013,0.0021969145,0.026749903,-0.024552989,129,False,48.744509,0.056078722,151,False
init,init,-1,7287,125,124,129,128,5.6417265,0.0035467399,0.021917703,-0.018370963,129,False,45.878441,0.022863823,4617,False
init,init,-1,9512,162,161,8,7,5.5609355,0.0038451781,0.018497668,-0.01465249,8,False,44.174391,-0.015620065,7287,False
init,init,-1,10901,185,184,129,128,6.3342896,0.0017744056,0.043223333,-0.041448927,129,False,65.905,0.044271071,9512,False
init,init,-1,3701,64,63,186,185,5.9301348,0.0026581236,0.03069612,-0.028037996,186,False,53.729044,0.044222646,10901,False
init,init,-1,4894,84,83,96,95,5.4872894,0.0041390467,0.0436076,-0.039468553,96,False,58.68232,0.042224119,3701,False
init,init,-1,7407,127,126,46,45,5.066916,0.0063018259,0.021168249,-0.014866423,46,False,49.579923,-0.0071622324,4894,False
init,init,-1,4422,76,75,129,128,5.7361736,0.003227093,0.041063763,-0.03783667,129,False,50.220451,-0.02570807,7407,False
init,init,-1,6208,107,106,129,128,5.0131083,0.006650201,0.023134636,-0.016484435,129,False,41.254079,-0.0044900579,4422,False
init,init,-1,7375,126,125,129,128,7.0662012,0.0008534693,0.031948775,-0.031095306,129,False,57.371953,-0.00080504238,6208,False
init,init,-1,3555,62,61,129,128,5.4317193,0.0043755672,0.030638959,-0.026263392,129,False,54.245936,-0.015294026,7375,False
init,init,-1,9793,167,166,129,128,6.4094057,0.0016460022,0.022008475,-0.020362473,129,False,48.560753,0.01852013,3555,False
init,init,-1,303,6,5,129,128,6.7487621,0.0011723301,0.05391613,-0.0527438,129,False,56.481616,0.023001365,9793,False
init,init,-1,9474,162,161,4,3,6.3972826,0.001666078,0.022586863,-0.020920785,4,False,57.305001,-0.021169175,303,False
init,init,-1,4449,77,76,88,87,5.1735501,0.0056644231,0.024869209,-0.019204786,88,False,44.991751,0.0087239523,9474,False
init,init,-1,4363,75,74,129,128,5.2472014,0.005262224,0.029682426,-0.024420202,129,False,53.450136,-0.0073484068,4449,False
init,init,-1,6394,110,109,129,128,5.580514,0.0037706285,0.021643015,-0.017872386,129,False,41.378781,-0.038624928,4363,False
init,init,-1,5235,90,89,46,45,5.1966391,0.005535136,0.0377157,-0.032180564,46,False,59.714524,0.017134354,6394,False
init,init,-1,9193,157,156,129,128,5.7144938,0.0032978186,0.024912484,-0.021614665,129,False,39.644958,-0.049236809,5235,False
init,init,-1,3990,69,68,171,170,5.1875725,0.0055855503,0.039994054,-0.034408503,171,False,54.591159,-0.0049490822,9193,False
init,init,-1,1790,32,31,129,128,6.8298273,0.0010810449,0.029557141,-0.028476096,129,False,67.150191,-0.0064780047,3990,False
init,init,-1,181,4,3,129,128,3.3113148,0.036468189,0.053003687,-0.016535498,129,False,75.090457,0.028113348,1790,False
init,init,-1,710,13,12,114,113,5.9218931,0.0026801224,0.016374579,-0.013694456,114,False,40.362862,0.027079571,181,False
init,init,-1,11178,190,189,8,7,5.9167709,0.0026938838,0.023830788,-0.021136904,8,False,58.613957,0.01365606,710,False
init,init,-1,5845,100,99,8,7,5.4244533,0.0044074762,0.029947869,-0.025540393,8,False,54.185694,0.023767448,11178,False
init,init,-1,8544,146,145,129,128,6.7526655,0.001167763,0.033514805,-0.032347042,129,False,59.471686,-0.037805097,5845,False
init,init,-1,6326,109,108,129,128,5.2857866,0.0050630486,0.043160193,-0.038097144,129,False,48.253857,0.025739969,8544,False
init,init,-1,4683,81,80,129,128,6.6624489,0.0012780126,0.025647689,-0.024369676,129,False,52.107991,-0.0076116752,6326,False
init,init,-1,9125,156,155,46,45,5.8555436,0.0028639783,0.023433851,-0.020569873,46,False,41.263323,-0.0035067135,4683,False
init,init,-1,3979,69,68,114,113,4.943819,0.0071273255,0.017174006,-0.01004668,114,False,48.552439,-0.079694521,9125,False
init,init,-1,6330,109,108,4,3,5.9372873,0.0026391787,0.034424778,-0.031785599,4,False,54.503876,-0.014038733,3979,False
init,init,-1,1259,23,22,129,128,6.5075502,0.0014921308,0.023807636,-0.022315505,129,False,76.202609,-0.034359048,6330,False
init,init,-1,7930,136,135,46,45,5.8448544,0.0028947568,0.026280684,-0.023385928,46,False,53.456176,0.0043839664,1259,False
init,init,-1,2286,40,39,129,128,5.3903966,0.0045601651,0.03649256,-0.031932395,129,False,50.42303,0.062807752,7930,False
init,init,-1,6891,118,117,129,128,5.5902905,0.0037339425,0.029616226,-0.025882283,129,False,45.064674,-0.010431024,2286,False
init,init,-1,9317,159,158,28,27,5.5948257,0.0037170472,0.024841854,-0.021124807,28,False,45.812575,-0.0043295741,6891,False
init,init,-1,2279,40,39,129,128,5.1844673,0.00560292,0.019848639,-0.014245719,129,False,56.762706,-0.0072798821,9317,False
init,init,-1,11516,196,195,4,3,5.9891977,0.0025056726,0.020064253,-0.017558581,4,False,52.190065,0.062097906,2279,False
init,init,-1,1717,31,30,129,128,6.5129066,0.0014841596,0.028320579,-0.026836419,129,False,47.224795,-0.030682202,11516,False
