checkpoint,checkpoint_kind,checkpoint_epoch,checkpoint_policy,image_id,image_path,true_class,true_label,true_class_name,hard_competitor,hard_competitor_label,transform,transform_type,realisation,transform_params,clean_loss,transformed_loss,delta_loss,clean_true_prob,transformed_true_prob,clean_competitor_prob,transformed_competitor_prob,clean_margin,transformed_margin,delta_margin,grad_cosine,grad_norm_ratio,clean_grad_norm,transformed_grad_norm,grad_degenerate,feature_cosine,prediction_consistent,correct_clean,correct_transformed,cosine_full,norm_ratio_full,clean_norm_full,transformed_norm_full,cosine_backbone,norm_ratio_backbone,clean_norm_backbone,transformed_norm_backbone,cosine_head,norm_ratio_head,clean_norm_head,transformed_norm_head,cosine_stem,norm_ratio_stem,clean_norm_stem,transformed_norm_stem,cosine_layer1,norm_ratio_layer1,clean_norm_layer1,transformed_norm_layer1,cosine_layer2,norm_ratio_layer2,clean_norm_layer2,transformed_norm_layer2,cosine_layer3,norm_ratio_layer3,clean_norm_layer3,transformed_norm_layer3,cosine_layer4,norm_ratio_layer4,clean_norm_layer4,transformed_norm_layer4,delta_margin_0a,original_margin_0a,augmented_margin_0a,feature_cosine_0a,hard_competitor_0a
experiment_0a_best,file,16,,5405,093.Clark_Nutcracker/Clark_Nutcracker_0011_85698.jpg,93,92,093.Clark_Nutcracker,19,18,rotation,rotation,0,"{""angle"":2.525267}",0.0062068794,0.0099795926,0.0037727132,0.99381232,0.99007004,0.0053875828,0.007639396,0.98842474,0.98243065,-0.0059940908,0.8739519,1.5248578,1.2585422,1.9190978,False,0.9771564,True,True,True,0.8739519,1.5248578,1.2585422,1.9190978,0.86994471,1.5285271,1.2324179,1.8837842,0.97508685,1.4365552,0.25509688,0.36646076,0.88418981,1.4651199,0.46009412,0.67409307,0.84795821,1.4512529,0.56294514,0.81697578,0.85019994,1.5813086,0.59886106,0.94698416,0.8787955,1.5398336,0.59057549,0.90938796,0.89999753,1.5765607,0.5318328,0.83846672,-0.0059869862,0.98845197,0.98246499,0.97715909,19
experiment_0a_best,file,16,,5405,093.Clark_Nutcracker/Clark_Nutcracker_0011_85698.jpg,93,92,093.Clark_Nutcracker,19,18,random_resized_crop,random_resized_crop,0,"{""area_fraction"":0.897887,""aspect"":1.073875,""fallback"":false,""height"":0.914395,""left"":0.012036,""top"":0.048697,""width"":0.981946}",0.0062068794,0.0032789535,-0.0029279259,0.99381232,0.99672639,0.0053875828,0.002948933,0.98842474,0.99377746,0.0053527209,0.88587083,0.55586166,1.2585422,0.69957533,False,0.99156821,True,True,True,0.88587083,0.55586166,1.2585422,0.69957533,0.88128043,0.5554814,1.2324179,0.68458523,0.99138369,0.56466435,0.25509688,0.14404411,0.9431607,0.54793094,0.46009412,0.2520998,0.85603204,0.5649503,0.56294514,0.31803603,0.85632292,0.57357085,0.59886106,0.34348925,0.87325294,0.53955166,0.59057549,0.31864599,0.90846726,0.54637101,0.5318328,0.29057803,0.0053309284,0.98845197,0.9937829,0.99158144,19
experiment_0a_best,file,16,,5405,093.Clark_Nutcracker/Clark_Nutcracker_0011_85698.jpg,93,92,093.Clark_Nutcracker,19,18,gaussian_blur,gaussian_blur,0,"{""sigma"":1.805659}",0.0062068794,0.2410281,0.23482122,0.99381232,0.78581953,0.0053875828,0.0047167721,0.98842474,0.78110276,-0.20732198,0.19432902,34.656163,1.2585422,43.616242,False,0.80955577,True,True,True,0.19432902,34.656163,1.2585422,43.616242,0.18374708,35.058411,1.2324179,43.206614,0.58042427,23.37797,0.25509688,5.9636472,0.035059987,23.71663,0.46009412,10.911882,0.17786497,37.296861,0.56294514,20.996087,0.16004866,42.933688,0.59886106,25.711314,0.14023802,32.095241,0.59057549,18.954663,0.38562924,31.829475,0.5318328,16.927959,-0.20769881,0.98845197,0.78075316,0.80955465,19
experiment_0a_best,file,16,,5405,093.Clark_Nutcracker/Clark_Nutcracker_0011_85698.jpg,93,92,093.Clark_Nutcracker,19,18,random_erasing,random_erasing,0,"{""area_fraction"":0.19254,""erased"":true,""height"":0.247108,""left"":0.049182,""top"":0.597006,""width"":0.779174}",0.0062068794,0.10696988,0.100763,0.99381232,0.89855272,0.0053875828,0.076979406,0.98842474,0.82157331,-0.16685143,0.68562891,12.613005,1.2585422,15.873999,False,0.9279393,True,True,True,0.68562891,12.613005,1.2585422,15.873999,0.67450073,12.561697,1.2324179,15.48126,0.92551196,13.756309,0.25509688,3.5091915,0.83010962,7.1585567,0.46009412,3.2936098,0.4593294,10.372745,0.56294514,5.8392865,0.69641062,13.400411,0.59886106,8.0249842,0.72645973,13.382732,0.59057549,7.9035136,0.76775045,15.489117,0.5318328,8.2376203,-0.16662395,0.98845197,0.82182802,0.92793358,19
experiment_0a_best,file,16,,920,017.Cardinal/Cardinal_0079_19044.jpg,17,16,017.Cardinal,139,138,identity,identity,0,{},0.012838683,0.012838683,0,0.98724335,0.98724335,0.0064802351,0.0064802351,0.98076312,0.98076312,0,1,1,2.5078641,2.5078641,False,1,True,True,True,1,1,2.5078641,2.5078641,1,1,2.4774378,2.4774378,1,1,0.38946638,0.38946638,1,1,0.55238387,0.55238387,1,1,1.1311434,1.1311434,1,1,1.2733201,1.2733201,1,1,1.2444411,1.2444411,1,1,1.1760557,1.1760557,0,0.98077815,0.98077815,1,139
experiment_0a_best,file,16,,920,017.Cardinal/Cardinal_0079_19044.jpg,17,16,017.Cardinal,139,138,horizontal_flip,horizontal_flip,0,"{""flipped"":true}",0.012838683,0.0029582095,-0.0098804736,0.98724335,0.99704617,0.0064802351,0.00037803294,0.98076312,0.99666814,0.01590502,0.52308545,0.17308151,2.5078641,0.43406489,False,0.96711892,True,True,True,0.52308545,0.17308151,2.5078641,0.43406489,0.5118207,0.17155146,2.4774378,0.42500808,0.8880055,0.22648152,0.38946638,0.088206938,-0.20187058,0.139871,0.55238387,0.077262487,0.29759808,0.14998367,1.1311434,0.16965303,0.52628677,0.1584093,1.2733201,0.20170576,0.55227975,0.16976683,1.2444411,0.21126482,0.72576314,0.20925357,1.1760557,0.24609385,0.015884382,0.98077815,0.99666253,0.96714565,139
experiment_0a_best,file,16,,920,017.Cardinal/Cardinal_0079_19044.jpg,17,16,017.Cardinal,139,138,color_jitter,color_jitter,0,"{""brightness"":0.687248,""contrast"":1.173776,""hue"":0.097519,""saturation"":1.253802}",0.012838683,1.4728572,1.4600186,0.98724335,0.22926947,0.0064802351,0.018007817,0.98076312,0.21126166,-0.76950146,0.51226284,63.44908,2.5078641,159.12167,False,0.85323906,False,True,False,0.51226284,63.44908,2.5078641,159.12167,0.50886634,63.637504,2.4774378,157.65796,0.67541799,55.288683,0.38946638,21.533083,0.55051778,64.707,0.55238387,35.743103,0.50349393,55.970648,1.1311434,63.310827,0.48894071,69.421008,1.2733201,88.395166,0.5074952,67.74389,1.2444411,84.303282,0.54315084,57.979309,1.1760557,68.186897,-0.76964264,0.98077815,0.21113551,0.85323511,139
experiment_0a_best,file,16,,920,017.Cardinal/Cardinal_0079_19044.jpg,17,16,017.Cardinal,139,138,rotation,rotation,0,"{""angle"":-14.175184}",0.012838683,0.019535871,0.0066971881,0.98724335,0.9806537,0.0064802351,0.0066033937,0.98076312,0.97405031,-0.0067128097,0.7391864,1.3130312,2.5078641,3.2929037,False,0.96926993,True,True,True,0.7391864,1.3130312,2.5078641,3.2929037,0.73354107,1.3101041,2.4774378,3.2457014,0.9515933,1.426442,0.38946638,0.5555512,0.78092785,1.1302782,0.55238387,0.62434746,0.73363286,1.2260505,1.1311434,1.3868389,0.71108407,1.309007,1.2733201,1.6667849,0.70166881,1.2838791,1.2444411,1.597712,0.7871804,1.4456574,1.1760557,1.7001737,-0.0067327223,0.98077815,0.97404543,0.9692842,139
experiment_0a_best,file,16,,920,017.Cardinal/Cardinal_0079_19044.jpg,17,16,017.Cardinal,139,138,random_resized_crop,random_resized_crop,0,"{""area_fraction"":0.664229,""aspect"":1.166553,""fallback"":false,""height"":0.754582,""left"":0.098057,""top"":0.214585,""width"":0.88026}",0.012838683,0.016469367,0.0036306838,0.98724335,0.98366553,0.0064802351,0.0013356814,0.98076312,0.98232984,0.0015667253,0.54266978,0.99734268,2.5078641,2.5011999,False,0.93818009,True,True,True,0.54266978,0.99734268,2.5078641,2.5011999,0.53481588,0.98613911,2.4774378,2.4430983,0.79977238,1.3761829,0.38946638,0.53597699,0.75040867,0.78322205,0.55238387,0.43263923,0.5077628,0.91802662,1.1311434,1.0384197,0.46232912,0.97163815,1.2733201,1.2372064,0.47454797,0.94026156,1.2444411,1.1701001,0.65973714,1.1418812,1.1760557,1.3429159,0.0015483506,0.98077815,0.9823265,0.93816581,139
experiment_0a_best,file,16,,920,017.Cardinal/Cardinal_0079_19044.jpg,17,16,017.Cardinal,139,138,gaussian_blur,gaussian_blur,0,"{""sigma"":1.298166}",0.012838683,0.0077045425,-0.0051341406,0.98724335,0.99232507,0.0064802351,0.0010279084,0.98076312,0.99129716,0.01053404,0.61485546,0.45367249,2.5078641,1.1377489,False,0.95308173,True,True,True,0.61485546,0.45367249,2.5078641,1.1377489,0.60734762,0.44890808,2.4774378,1.1121419,0.86622744,0.61629788,0.38946638,0.24002731,0.60461389,0.3496357,0.55238387,0.19313312,0.43879778,0.37626506,1.1311434,0.42560972,0.5921908,0.4427832,1.2733201,0.56380477,0.6143777,0.44447115,1.2444411,0.55311817,0.74397753,0.53413449,1.1760557,0.62817192,0.010518907,0.98077815,0.99129705,0.95310533,139
experiment_0a_best,file,16,,920,017.Cardinal/Cardinal_0079_19044.jpg,17,16,017.Cardinal,139,138,random_erasing,random_erasing,0,"{""area_fraction"":0.156477,""erased"":true,""height"":0.411616,""left"":0.546314,""top"":0.473501,""width"":0.380152}",0.012838683,0.060983252,0.048144569,0.98724335,0.94083899,0.0064802351,0.035026796,0.98076312,0.9058122,-0.074950923,0.87501204,5.1556985,2.5078641,12.929791,False,0.96645534,True,True,True,0.87501204,5.1556985,2.5078641,12.929791,0.87314185,5.1675686,2.4774378,12.80233,0.96387909,4.6500448,0.38946638,1.8110362,0.94205781,4.7849198,0.55238387,2.6431125,0.90188716,5.2977547,1.1311434,5.99252,0.8858223,5.3987782,1.2733201,6.874373,0.84356242,5.2440753,1.2444411,6.525943,0.85306249,4.7463469,1.1760557,5.5819685,-0.074941282,0.98077815,0.90583687,0.96645025,139
experiment_0a_best,file,16,,5043,087.Mallard/Mallard_0071_76940.jpg,87,86,087.Mallard,66,65,identity,identity,0,{},0.027290881,0.027290881,0,0.97307813,0.97307813,0.0055592963,0.0055592963,0.96751884,0.96751884,0,1,1,3.0920026,3.0920026,False,1,True,True,True,1,1,3.0920026,3.0920026,1,1,3.0078728,3.0078728,1,1,0.71636635,0.71636635,1,1,0.57567062,0.57567062,1,1,1.1928096,1.1928096,1,1,1.1608873,1.1608873,1,1,1.5446208,1.5446208,1,1,1.8866888,1.8866888,0,0.96752599,0.96752599,1,66
experiment_0a_best,file,16,,5043,087.Mallard/Mallard_0071_76940.jpg,87,86,087.Mallard,66,65,horizontal_flip,horizontal_flip,0,"{""flipped"":true}",0.027290881,0.017799875,-0.0094910059,0.97307813,0.98235762,0.0055592963,0.0024628267,0.96751884,0.97989479,0.012375959,0.64120048,0.66656837,3.0920026,2.0610311,False,0.97832775,True,True,True,0.64120048,0.66656837,3.0920026,2.0610311,0.62277094,0.66744005,3.0078728,2.0075748,0.97449965,0.65100901,0.71636635,0.46636095,0.4938468,0.46132181,0.57567062,0.26556941,0.5842968,0.57062481,1.1928096,0.68064678,0.53618407,0.69630146,1.1608873,0.80832752,0.57264778,0.67553943,1.5446208,1.0434523,0.71415189,0.7020362,1.8866888,1.3245239,0.012376672,0.96752599,0.97990266,0.97833535,66
experiment_0a_best,file,16,,5043,087.Mallard/Mallard_0071_76940.jpg,87,86,087.Mallard,66,65,color_jitter,color_jitter,0,"{""brightness"":1.181324,""contrast"":1.253952,""hue"":0.092556,""saturation"":0.636442}",0.027290881,0.13641275,0.10912187,0.97307813,0.87248242,0.0055592963,0.00086471695,0.96751884,0.8716177,-0.095901133,0.66745827,4.7849619,3.0920026,14.795114,False,0.92619175,True,True,True,0.66745827,4.7849619,3.0920026,14.795114,0.65475715,4.7825548,3.0078728,14.385317,0.88933327,4.8272014,0.71636635,3.4580447,0.3325199,5.2457081,0.57567062,3.0198,0.69459312,4.7952948,1.1928096,5.7198739,0.53059193,4.9582046,1.1608873,5.7559168,0.63756507,5.0387051,1.5446208,7.7828888,0.74042394,4.4785814,1.8866888,8.4496895,-0.095953779,0.96752599,0.87157221,0.92624087,66
experiment_0a_best,file,16,,5043,087.Mallard/Mallard_0071_76940.jpg,87,86,087.Mallard,66,65,rotation,rotation,0,"{""angle"":-11.349628}",0.027290881,0.088440798,0.061149918,0.97307813,0.91535729,0.0055592963,0.0048011127,0.96751884,0.91055618,-0.056962656,0.64145922,3.214938,3.0920026,9.9405967,False,0.96609223,True,True,True,0.64145922,3.214938,3.0920026,9.9405967,0.62422211,3.2156801,3.0078728,9.672357,0.94666728,3.2018269,0.71636635,2.293681,0.65966967,2.9087379,0.57567062,1.6744749,0.58287112,3.18495,1.1928096,3.7990391,0.55972527,3.7861769,1.1608873,4.3953247,0.57516766,3.3979105,1.5446208,5.2484832,0.71926602,2.8764748,1.8866888,5.427013,-0.05695134,0.96752599,0.91057465,0.96607478,66
experiment_0a_best,file,16,,5043,087.Mallard/Mallard_0071_76940.jpg,87,86,087.Mallard,66,65,random_resized_crop,random_resized_crop,0,"{""area_fraction"":0.7046,""aspect"":0.782526,""fallback"":false,""height"":0.948903,""left"":0.056551,""top"":0.041886,""width"":0.742542}",0.027290881,0.90583587,0.87854499,0.97307813,0.40420389,0.0055592963,0.026628969,0.96751884,0.37757492,-0.58994391,0.55175985,19.614452,3.0920026,60.647936,False,0.89208376,True,True,True,0.55175985,19.614452,3.0920026,60.647936,0.53500887,19.699522,3.0078728,59.253658,0.87609298,18.048953,0.71636635,12.929663,0.38322488,24.359617,0.57567062,14.023116,0.54020558,21.197365,1.1928096,25.284422,0.50544277,25.165075,1.1608873,29.213816,0.5105266,18.595194,1.5446208,28.722523,0.60737437,16.732607,1.8866888,31.569223,-0.59017658,0.96752599,0.3773494,0.89206306,66
experiment_0a_best,file,16,,5043,087.Mallard/Mallard_0071_76940.jpg,87,86,087.Mallard,66,65,gaussian_blur,gaussian_blur,0,"{""sigma"":1.518487}",0.027290881,0.36906999,0.34177911,0.97307813,0.69137704,0.0055592963,0.011286598,0.96751884,0.68009045,-0.28742839,0.49601406,13.445453,3.0920026,41.573374,False,0.87503403,True,True,True,0.49601406,13.445453,3.0920026,41.573374,0.47990086,13.564941,3.0078728,40.801617,0.85152924,11.130197,0.71636635,7.9732987,0.31260526,18.438067,0.57567062,10.614254,0.38311057,14.56392,1.1928096,17.371984,0.4422591,17.939773,1.1608873,20.826055,0.47598076,13.51454,1.5446208,20.87484,0.62489152,10.343586,1.8866888,19.515128,-0.28727293,0.96752599,0.68025306,0.87509852,66
experiment_0a_best,file,16,,5043,087.Mallard/Mallard_0071_76940.jpg,87,86,087.Mallard,66,65,random_erasing,random_erasing,0,"{""area_fraction"":0.062126,""erased"":true,""height"":0.181624,""left"":0.278698,""top"":0.198106,""width"":0.342059}",0.027290881,0.026206274,-0.0010846071,0.97307813,0.97413415,0.0055592963,0.0034725657,0.96751884,0.97066158,0.0031427462,0.86829313,0.93008713,3.0920026,2.8758318,False,0.98872244,True,True,True,0.86829313,0.93008713,3.0920026,2.8758318,0.86152632,0.92750377,3.0078728,2.7898134,0.98283845,0.97450737,0.71636635,0.69810429,0.85235662,0.79292322,0.57567062,0.4564626,0.86817759,0.90940117,1.1928096,1.0847425,0.7925412,0.87809874,1.1608873,1.0193737,0.83818746,0.92809337,1.5446208,1.4335523,0.90053717,0.96340564,1.8866888,1.8176467,0.0030948573,0.96752599,0.97062085,0.98872729,66
experiment_0a_best,file,16,,11743,200.Common_Yellowthroat/Common_Yellowthroat_0106_190989.jpg,200,199,200.Common_Yellowthroat,168,167,identity,identity,0,{},0.018403258,0.018403258,0,0.98176503,0.98176503,0.0093814954,0.0093814954,0.97238354,0.97238354,0,1,1,3.1102636,3.1102636,False,0.99999994,True,True,True,1,1,3.1102636,3.1102636,1,1,3.0531403,3.0531403,1,1,0.59335834,0.59335834,1,1,0.59749276,0.59749276,1,1,1.1460505,1.1460505,1,1,1.5113788,1.5113788,1,1,1.7541187,1.7541187,1,1,1.5132872,1.5132872,0,0.97235118,0.97235118,1,168
experiment_0a_best,file,16,,11743,200.Common_Yellowthroat/Common_Yellowthroat_0106_190989.jpg,200,199,200.Common_Yellowthroat,168,167,horizontal_flip,horizontal_flip,0,"{""flipped"":true}",0.018403258,0.014492135,-0.0039111236,0.98176503,0.98561239,0.0093814954,0.012219301,0.97238354,0.97339309,0.0010095546,0.54352269,0.94882535,3.1102636,2.951097,False,0.96190536,True,True,True,0.54352269,0.94882535,3.1102636,2.951097,0.52734397,0.944837,3.0531403,2.8847199,0.93222278,1.0489209,0.59335834,0.62238595,0.4731237,1.1128101,0.59749276,0.66489598,0.36819972,1.0086231,1.1460505,1.155933,0.44356628,0.96187619,1.5113788,1.4537593,0.54660208,0.89383511,1.7541187,1.5678929,0.70165106,0.92788074,1.5132872,1.40415,0.0010307012,0.97235118,0.97338188,0.96192789,168
experiment_0a_best,file,16,,11743,200.Common_Yellowthroat/Common_Yellowthroat_0106_190989.jpg,200,199,200.Common_Yellowthroat,168,167,color_jitter,color_jitter,0,"{""brightness"":1.03304,""contrast"":0.655468,""hue"":-0.028749,""saturation"":1.383961}",0.018403258,0.027102711,0.0086994525,0.98176503,0.9732613,0.0093814954,0.0041873818,0.97238354,0.96907391,-0.0033096215,0.63770375,1.4697726,3.1102636,4.5713803,False,0.95028889,True,True,True,0.63770375,1.4697726,3.1102636,4.5713803,0.62939837,1.475305,3.0531403,4.5043131,0.88852766,1.3148551,0.59335834,0.78018026,0.46111232,1.3040341,0.59749276,0.77915093,0.51800833,1.593459,1.1460505,1.8261844,0.55442792,1.5415812,1.5113788,2.3299131,0.66476451,1.4102905,1.7541187,2.4738169,0.76015184,1.4475496,1.5132872,2.1905583,-0.0033305595,0.97235118,0.96902062,0.95031125,168
